Area,mnemonic,Economic activity rate - aged 16-64_Numerator,Economic activity rate - aged 16-64_Denominator,Economic activity rate - aged 16-64,Employment rate - aged 16-64_Numerator,Employment rate - aged 16-64_Denominator,Employment rate - aged 16-64,Unemployment rate - aged 16-64_Numerator,Unemployment rate - aged 16-64_Denominator,Unemployment rate - aged 16-64,Unemployment rate - aged 16+_Numerator,Unemployment rate - aged 16+_Denominator,Unemployment rate - aged 16+,% who are economically inactive - aged 16-64_Numerator,% who are economically inactive - aged 16-64_Denominator,% who are economically inactive - aged 16-64,% of economically inactive who want a job_Numerator,% of economically inactive who want a job_Denominator,% of economically inactive who want a job,% of economically inactive who do not want a job_Numerator,% of economically inactive who do not want a job_Denominator,% of economically inactive who do not want a job,Year,Area_Name,Area_Type
nuts316:North Hampshire,UKJ37,195800,224700,87.1,189500,224700,84.3,6300,195800,3.2,6300,203800,3.1,28900,224700,12.9,6600,28900,22.8,22300,28900,77.2,2015,North Hampshire,nuts316
nuts316:Medway,UKJ41,136200,177100,76.9,123600,177100,69.8,12600,136200,9.2,12700,140600,9,40900,177100,23.1,10800,40900,26.3,30200,40900,73.7,2015,Medway,nuts316
nuts316:Kent Thames Gateway,UKJ43,168200,218500,77,157600,218500,72.1,10600,168200,6.3,10600,173700,6.1,50200,218500,23,16400,50200,32.6,33800,50200,67.4,2015,Kent Thames Gateway,nuts316
nuts316:East Kent,UKJ44,233300,311300,74.9,218400,311300,70.1,14900,233300,6.4,14900,245100,6.1,78000,311300,25.1,22600,78000,29,55400,78000,71,2015,East Kent,nuts316
nuts316:Mid Kent,UKJ45,145400,175600,82.8,138300,175600,78.8,7100,145400,4.9,7400,152000,4.9,30200,175600,17.2,10600,30200,35.2,19600,30200,64.8,2015,Mid Kent,nuts316
nuts316:West Kent,UKJ46,171600,216000,79.4,165200,216000,76.5,6400,171600,3.7,6400,178900,3.6,44400,216000,20.6,12000,44400,26.9,32500,44400,73.1,2015,West Kent,nuts316
"nuts316:Bristol, City of",UKK11,246300,306400,80.4,233500,306400,76.2,12700,246300,5.2,12700,251400,5.1,60100,306400,19.6,12000,60100,20,48100,60100,80,2015,"Bristol, City of",nuts316
"nuts316:Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,333100,409000,81.4,321100,409000,78.5,12000,333100,3.6,12100,346900,3.5,75900,409000,18.6,14300,75900,18.8,61600,75900,81.2,2015,"Bath and North East Somerset, North Somerset and South Gloucestershire",nuts316
nuts316:Gloucestershire,UKK13,310700,375500,82.7,299100,375500,79.7,11600,310700,3.7,11800,323900,3.6,64900,375500,17.3,19000,64900,29.3,45900,64900,70.7,2015,Gloucestershire,nuts316
nuts316:Swindon,UKK14,112900,139800,80.7,108100,139800,77.3,4800,112900,4.2,5000,116000,4.3,26900,139800,19.3,8100,26900,30,18900,26900,70,2015,Swindon,nuts316
nuts316:Wiltshire,UKK15,235000,286200,82.1,226700,286200,79.2,8300,235000,3.6,8300,250200,3.3,51200,286200,17.9,17200,51200,33.6,34000,51200,66.4,2015,Wiltshire,nuts316
nuts316:Bournemouth and Poole,UKK21,165700,217000,76.3,160200,217000,73.8,5500,165700,3.3,5600,171300,3.3,51400,217000,23.7,10100,51400,19.6,41300,51400,80.4,2015,Bournemouth and Poole,nuts316
nuts316:Dorset CC,UKK22,188500,231500,81.5,182000,231500,78.6,6600,188500,3.5,7100,201800,3.5,42900,231500,18.5,12000,42900,28.1,30900,42900,71.9,2015,Dorset CC,nuts316
nuts316:Somerset,UKK23,256400,315500,81.3,246900,315500,78.2,9500,256400,3.7,9800,272900,3.6,59200,315500,18.7,17200,59200,29.1,42000,59200,70.9,2015,Somerset,nuts316
nuts316:Cornwall and Isles of Scilly,UKK30,252300,321200,78.6,238500,321200,74.3,13800,252300,5.5,13800,266800,5.2,68900,321200,21.4,15500,68900,22.4,53400,68900,77.6,2015,Cornwall and Isles of Scilly,nuts316
nuts316:Plymouth,UKK41,132000,167800,78.7,123500,167800,73.6,8400,132000,6.4,8400,135000,6.2,35800,167800,21.3,9100,35800,25.4,26700,35800,74.6,2015,Plymouth,nuts316
nuts316:Torbay,UKK42,58800,74000,79.4,55600,74000,75.1,3100,58800,5.3,3100,61700,5.1,15300,74000,20.6,5100,15300,33.4,10200,15300,66.6,2015,Torbay,nuts316
nuts316:Devon CC,UKK43,367300,454300,80.9,355400,454300,78.2,11900,367300,3.2,12300,397400,3.1,87000,454300,19.1,21000,87000,24.1,66000,87000,75.9,2015,Devon CC,nuts316
nuts316:Isle of Anglesey,UKL11,31800,40500,78.5,29900,40500,73.9,1900,31800,5.9,1900,33800,5.7,8700,40500,21.5,1900,8700,21.4,6800,8700,78.6,2015,Isle of Anglesey,nuts316
nuts316:Gwynedd,UKL12,54400,73800,73.7,51100,73800,69.2,3300,54400,6.1,3300,57900,5.8,19400,73800,26.3,3100,19400,15.8,16300,19400,84.2,2015,Gwynedd,nuts316
nuts316:Conwy and Denbighshire,UKL13,89600,120200,74.6,84500,120200,70.3,5100,89600,5.7,5100,95700,5.4,30600,120200,25.4,7700,30600,25,22900,30600,75,2015,Conwy and Denbighshire,nuts316
nuts316:South West Wales,UKL14,168200,226900,74.1,159100,226900,70.1,9100,168200,5.4,9200,178500,5.2,58700,226900,25.9,12500,58700,21.2,46200,58700,78.8,2015,South West Wales,nuts316
nuts316:Central Valleys,UKL15,138200,186000,74.3,128300,186000,69,9900,138200,7.1,9900,142000,6.9,47800,186000,25.7,14000,47800,29.4,33800,47800,70.6,2015,Central Valleys,nuts316
nuts316:Gwent Valleys,UKL16,156400,212600,73.5,144900,212600,68.1,11500,156400,7.4,11500,160100,7.2,56300,212600,26.5,17200,56300,30.6,39000,56300,69.4,2015,Gwent Valleys,nuts316
nuts316:Bridgend and Neath Port Talbot,UKL17,129200,174800,73.9,120100,174800,68.7,9100,129200,7,9100,132500,6.8,45700,174800,26.1,13900,45700,30.5,31700,45700,69.5,2015,Bridgend and Neath Port Talbot,nuts316
nuts316:Swansea,UKL18,114400,153100,74.7,104800,153100,68.5,9600,114400,8.4,9700,118100,8.2,38700,153100,25.3,9900,38700,25.7,28800,38700,74.3,2015,Swansea,nuts316
nuts316:Monmouthshire and Newport,UKL21,111900,146300,76.5,105800,146300,72.3,6000,111900,5.4,6100,116400,5.2,34400,146300,23.5,10100,34400,29.4,24300,34400,70.6,2015,Monmouthshire and Newport,nuts316
nuts316:Cardiff and Vale of Glamorgan,UKL22,233600,316400,73.8,218900,316400,69.2,14800,233600,6.3,14900,241500,6.2,82800,316400,26.2,22200,82800,26.8,60600,82800,73.2,2015,Cardiff and Vale of Glamorgan,nuts316
nuts316:Flintshire and Wrexham,UKL23,138300,179000,77.3,133500,179000,74.5,4900,138300,3.5,4900,143500,3.4,40700,179000,22.7,10600,40700,26,30100,40700,74,2015,Flintshire and Wrexham,nuts316
nuts316:Powys,UKL24,60700,76200,79.7,58500,76200,76.7,2300,60700,3.7,2300,66300,3.5,15500,76200,20.3,3000,15500,19.1,12500,15500,80.9,2015,Powys,nuts316
nuts316:Aberdeen City and Aberdeenshire,UKM50,263000,323500,81.3,254500,323500,78.7,8500,263000,3.2,8700,272300,3.2,60400,323500,18.7,20700,60400,34.2,39800,60400,65.8,2015,Aberdeen City and Aberdeenshire,nuts316
nuts316:Caithness & Sutherland and Ross & Cromarty,UKM61,43900,52300,83.9,41600,52300,79.4,2300,43900,5.3,2400,46300,5.3,8400,52300,16.1,3000,8400,35.5,5400,8400,64.5,2015,Caithness & Sutherland and Ross & Cromarty,nuts316
"nuts316:Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,109400,135700,80.7,105800,135700,78,3600,109400,3.3,3600,114800,3.2,26200,135700,19.3,8000,26200,30.3,18300,26200,69.7,2015,"Inverness & Nairn and Moray, Badenoch & Strathspey",nuts316
"nuts316:Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,36300,44800,81,34500,44800,77,1800,36300,4.9,1800,38900,4.6,8500,44800,19,3400,8500,40.4,5100,8500,59.6,2015,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",nuts316
nuts316:Na h-Eileanan Siar (Western Isles),UKM64,12900,15800,81.5,12400,15800,77.9,600,12900,4.3,600,13700,4.1,2900,15800,18.5,900,2900,29.5,2100,2900,70.5,2015,Na h-Eileanan Siar (Western Isles),nuts316
nuts316:Orkney Islands,UKM65,11500,13000,89,11300,13000,86.8,,11500,,,12200,,1400,13000,11,,1400,23.1,1100,1400,76.9,2015,Orkney Islands,nuts316
nuts316:Shetland Islands,UKM66,12500,14300,87.4,12500,14300,87.4,,12500,,,13100,,1800,14300,12.6,,1800,,1700,1800,94.8,2015,Shetland Islands,nuts316
nuts316:Angus and Dundee City,UKM71,123500,167400,73.8,113700,167400,67.9,9800,123500,7.9,9900,127900,7.8,43900,167400,26.2,12100,43900,27.6,31800,43900,72.4,2015,Angus and Dundee City,nuts316
nuts316:Clackmannanshire and Fife,UKM72,203900,259600,78.6,189600,259600,73,14400,203900,7,14700,210800,7,55700,259600,21.4,13900,55700,24.9,41800,55700,75.1,2015,Clackmannanshire and Fife,nuts316
nuts316:East Lothian and Midlothian,UKM73,92100,116400,79.1,87600,116400,75.2,4600,92100,5,4600,95000,4.8,24300,116400,20.9,6600,24300,27,17700,24300,73,2015,East Lothian and Midlothian,nuts316
"nuts316:Edinburgh, City of",UKM75,259700,337900,76.9,245700,337900,72.7,14000,259700,5.4,14000,265600,5.3,78200,337900,23.1,12000,78200,15.3,66200,78200,84.7,2015,"Edinburgh, City of",nuts316
nuts316:Falkirk,UKM76,79700,100500,79.4,74700,100500,74.3,5100,79700,6.3,5100,81300,6.2,20700,100500,20.6,4300,20700,20.9,16400,20700,79.1,2015,Falkirk,nuts316
nuts316:Perth & Kinross and Stirling,UKM77,117600,148100,79.4,111700,148100,75.5,5900,117600,5,6100,122600,5,30400,148100,20.6,7300,30400,23.9,23200,30400,76.1,2015,Perth & Kinross and Stirling,nuts316
nuts316:West Lothian,UKM78,90900,115600,78.7,84500,115600,73.2,6400,90900,7,6400,92600,6.9,24600,115600,21.3,5100,24600,20.8,19500,24600,79.2,2015,West Lothian,nuts316
"nuts316:East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,108900,142100,76.7,103100,142100,72.6,5800,108900,5.3,5800,111000,5.3,33200,142100,23.3,8500,33200,25.6,24700,33200,74.4,2015,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",nuts316
nuts316:Glasgow City,UKM82,301400,413300,72.9,275900,413300,66.8,25400,301400,8.4,25400,306200,8.3,111900,413300,27.1,24000,111900,21.5,87900,111900,78.5,2015,Glasgow City,nuts316
"nuts316:Inverclyde, East Renfrewshire and Renfrewshire",UKM83,168100,218500,76.9,158400,218500,72.5,9700,168100,5.8,9700,172100,5.6,50400,218500,23.1,11600,50400,22.9,38900,50400,77.1,2015,"Inverclyde, East Renfrewshire and Renfrewshire",nuts316
nuts316:North Lanarkshire,UKM84,169200,219900,76.9,156800,219900,71.3,12300,169200,7.3,12600,173200,7.3,50700,219900,23.1,12900,50700,25.4,37800,50700,74.6,2015,North Lanarkshire,nuts316
nuts316:Scottish Borders,UKM91,53700,67400,79.7,51300,67400,76.1,2400,53700,4.5,2400,57000,4.2,13700,67400,20.3,4000,13700,28.9,9700,13700,71.1,2015,Scottish Borders,nuts316
nuts316:Dumfries & Galloway,UKM92,70700,88900,79.5,67100,88900,75.4,3600,70700,5.1,3700,74900,4.9,18200,88900,20.5,3900,18200,21.2,14400,18200,78.8,2015,Dumfries & Galloway,nuts316
nuts316:East Ayrshire and North Ayrshire mainland,UKM93,117100,159400,73.4,106300,159400,66.6,10800,117100,9.2,11100,120300,9.2,42300,159400,26.6,9900,42300,23.5,32400,42300,76.5,2015,East Ayrshire and North Ayrshire mainland,nuts316
nuts316:South Ayrshire,UKM94,52300,67000,77.9,49200,67000,73.4,3000,52300,5.8,3000,54400,5.6,14800,67000,22.1,3500,14800,24,11200,14800,76,2015,South Ayrshire,nuts316
nuts316:South Lanarkshire,UKM95,161700,202600,79.8,154100,202600,76.1,7500,161700,4.7,7500,166000,4.5,41000,202600,20.2,8900,41000,21.7,32100,41000,78.3,2015,South Lanarkshire,nuts316
nuts316:Hartlepool and Stockton-on-Tees,UKC11,131200,178600,73.5,122700,178600,68.7,8500,131200,6.5,8500,134300,6.3,47400,178600,26.5,12900,47400,27.3,34500,47400,72.7,2016,Hartlepool and Stockton-on-Tees,nuts316
nuts316:South Teesside,UKC12,121800,169900,71.7,113500,169900,66.8,8200,121800,6.8,8400,125200,6.7,48100,169900,28.3,10700,48100,22.3,37400,48100,77.7,2016,South Teesside,nuts316
nuts316:Darlington,UKC13,50900,63900,79.6,47900,63900,74.8,3000,50900,6,3000,52900,5.8,13000,63900,20.4,3200,13000,24.6,9800,13000,75.4,2016,Darlington,nuts316
nuts316:Durham CC,UKC14,246700,325100,75.9,230300,325100,70.9,16400,246700,6.6,16400,254600,6.4,78400,325100,24.1,17500,78400,22.3,60900,78400,77.7,2016,Durham CC,nuts316
nuts316:Northumberland,UKC21,142900,187000,76.4,134800,187000,72.1,8000,142900,5.6,8300,149300,5.6,44200,187000,23.6,7700,44200,17.4,36500,44200,82.6,2016,Northumberland,nuts316
nuts316:Tyneside,UKC22,419100,548100,76.5,390100,548100,71.2,29100,419100,6.9,29200,429600,6.8,129000,548100,23.5,26200,129000,20.3,102800,129000,79.7,2016,Tyneside,nuts316
nuts316:Sunderland,UKC23,132500,175900,75.4,121700,175900,69.2,10900,132500,8.2,10900,135200,8,43300,175900,24.6,14700,43300,33.9,28700,43300,66.1,2016,Sunderland,nuts316
nuts316:West Cumbria,UKD11,107000,138700,77.1,102200,138700,73.7,4800,107000,4.5,4800,110700,4.4,31700,138700,22.9,7200,31700,22.6,24500,31700,77.4,2016,West Cumbria,nuts316
nuts316:East Cumbria,UKD12,125400,155900,80.5,120400,155900,77.3,5000,125400,4,5000,132000,3.8,30500,155900,19.5,6200,30500,20.3,24300,30500,79.7,2016,East Cumbria,nuts316
nuts316:Manchester,UKD33,258400,374000,69.1,237000,374000,63.4,21400,258400,8.3,21400,262900,8.1,115600,374000,30.9,29500,115600,25.5,86100,115600,74.5,2016,Manchester,nuts316
nuts316:Greater Manchester South West,UKD34,244900,310300,78.9,231000,310300,74.4,13900,244900,5.7,14100,250500,5.6,65400,310300,21.1,19000,65400,29,46400,65400,71,2016,Greater Manchester South West,nuts316
nuts316:Greater Manchester South East,UKD35,248000,313700,79.1,235200,313700,75,12800,248000,5.2,12800,255700,5,65700,313700,20.9,19500,65700,29.7,46200,65700,70.3,2016,Greater Manchester South East,nuts316
nuts316:Greater Manchester North West,UKD36,292200,376500,77.6,276500,376500,73.4,15800,292200,5.4,15800,298100,5.3,84300,376500,22.4,20000,84300,23.7,64200,84300,76.3,2016,Greater Manchester North West,nuts316
nuts316:Greater Manchester North East,UKD37,283900,390800,72.6,264600,390800,67.7,19300,283900,6.8,19400,292100,6.6,106900,390800,27.4,29600,106900,27.7,77300,106900,72.3,2016,Greater Manchester North East,nuts316
nuts316:Blackburn with Darwen,UKD41,62900,90600,69.4,59400,90600,65.6,3500,62900,5.5,3500,64800,5.5,27700,90600,30.6,5800,27700,21,21900,27700,79,2016,Blackburn with Darwen,nuts316
nuts316:Blackpool,UKD42,62400,82400,75.7,58600,82400,71.1,3800,62400,6.1,3800,64100,5.9,20000,82400,24.3,7700,20000,38.4,12300,20000,61.6,2016,Blackpool,nuts316
nuts316:Lancaster and Wyre,UKD44,120900,152200,79.4,113400,152200,74.5,7500,120900,6.2,7800,129200,6,31400,152200,20.6,10000,31400,31.9,21400,31400,68.1,2016,Lancaster and Wyre,nuts316
nuts316:Mid Lancashire,UKD45,190500,240500,79.2,183600,240500,76.3,6900,190500,3.6,6900,195700,3.5,50100,240500,20.8,14000,50100,27.9,36100,50100,72.1,2016,Mid Lancashire,nuts316
nuts316:East Lancashire,UKD46,158000,2e+05,79,149900,2e+05,75,8000,158000,5.1,8000,165600,4.9,42100,2e+05,21,11000,42100,26.2,31100,42100,73.8,2016,East Lancashire,nuts316
nuts316:Chorley and West Lancashire,UKD47,101000,135500,74.5,98200,135500,72.5,2800,101000,2.8,2800,105800,2.6,34500,135500,25.5,8700,34500,25.1,25900,34500,74.9,2016,Chorley and West Lancashire,nuts316
nuts316:Warrington,UKD61,104300,132400,78.8,100900,132400,76.2,3300,104300,3.2,3300,107100,3.1,28100,132400,21.2,5900,28100,21.1,22200,28100,78.9,2016,Warrington,nuts316
nuts316:Cheshire East,UKD62,178900,223800,80,170900,223800,76.4,8000,178900,4.5,8300,187800,4.4,44800,223800,20,11000,44800,24.5,33800,44800,75.5,2016,Cheshire East,nuts316
nuts316:Cheshire West and Chester,UKD63,152600,203300,75.1,147700,203300,72.7,5000,152600,3.2,5000,160100,3.1,50600,203300,24.9,6400,50600,12.6,44200,50600,87.4,2016,Cheshire West and Chester,nuts316
nuts316:East Merseyside,UKD71,211700,282200,75,200900,282200,71.2,10800,211700,5.1,10800,218100,5,70500,282200,25,16700,70500,23.7,53800,70500,76.3,2016,East Merseyside,nuts316
nuts316:Liverpool,UKD72,224200,323700,69.3,208200,323700,64.3,16000,224200,7.2,16200,230800,7,99400,323700,30.7,17700,99400,17.8,81700,99400,82.2,2016,Liverpool,nuts316
nuts316:Sefton,UKD73,119000,161300,73.8,113200,161300,70.2,5900,119000,4.9,6000,124500,4.8,42200,161300,26.2,6300,42200,14.9,35900,42200,85.1,2016,Sefton,nuts316
nuts316:Wirral,UKD74,139600,192800,72.4,134700,192800,69.9,4900,139600,3.5,4900,144300,3.4,53200,192800,27.6,8300,53200,15.5,44900,53200,84.5,2016,Wirral,nuts316
"nuts316:Kingston upon Hull, City of",UKE11,125400,168400,74.5,115300,168400,68.5,10100,125400,8,10100,128100,7.9,43000,168400,25.5,15200,43000,35.4,27800,43000,64.6,2016,"Kingston upon Hull, City of",nuts316
nuts316:East Riding of Yorkshire,UKE12,158800,197000,80.6,152800,197000,77.5,6000,158800,3.8,6200,167500,3.7,38200,197000,19.4,8700,38200,22.9,29500,38200,77.1,2016,East Riding of Yorkshire,nuts316
nuts316:North and North East Lincolnshire,UKE13,154300,201500,76.6,144800,201500,71.9,9500,154300,6.1,9700,159400,6.1,47200,201500,23.4,12600,47200,26.7,34600,47200,73.3,2016,North and North East Lincolnshire,nuts316
nuts316:York,UKE21,111400,137200,81.2,107000,137200,78,4400,111400,4,4500,115300,3.9,25800,137200,18.8,5100,25800,19.9,20700,25800,80.1,2016,York,nuts316
nuts316:North Yorkshire CC,UKE22,293100,349600,83.9,286200,349600,81.9,7000,293100,2.4,7300,312500,2.3,56400,349600,16.1,9100,56400,16.1,47300,56400,83.9,2016,North Yorkshire CC,nuts316
"nuts316:Barnsley, Doncaster and Rotherham",UKE31,372700,498500,74.8,348000,498500,69.8,24700,372700,6.6,24700,382900,6.5,125800,498500,25.2,33000,125800,26.3,92700,125800,73.7,2016,"Barnsley, Doncaster and Rotherham",nuts316
nuts316:Sheffield,UKE32,269700,373100,72.3,252100,373100,67.6,17600,269700,6.5,17900,278200,6.4,103300,373100,27.7,26100,103300,25.3,77200,103300,74.7,2016,Sheffield,nuts316
nuts316:Bradford,UKE41,236700,328200,72.1,220800,328200,67.3,15900,236700,6.7,16200,243300,6.7,91400,328200,27.9,19000,91400,20.8,72400,91400,79.2,2016,Bradford,nuts316
nuts316:Leeds,UKE42,392800,508300,77.3,375900,508300,74,17000,392800,4.3,17000,407400,4.2,115400,508300,22.7,27800,115400,24.1,87600,115400,75.9,2016,Leeds,nuts316
nuts316:Calderdale and Kirklees,UKE44,306000,405600,75.4,289800,405600,71.5,16100,306000,5.3,16300,315000,5.2,99600,405600,24.6,17900,99600,18,81700,99600,82,2016,Calderdale and Kirklees,nuts316
nuts316:Wakefield,UKE45,160900,207400,77.6,151800,207400,73.2,9100,160900,5.6,9200,166400,5.6,46500,207400,22.4,14000,46500,30,32500,46500,70,2016,Wakefield,nuts316
nuts316:Derby,UKF11,124900,161700,77.3,120000,161700,74.2,4900,124900,3.9,5000,127200,3.9,36800,161700,22.7,10000,36800,27.2,26800,36800,72.8,2016,Derby,nuts316
nuts316:East Derbyshire,UKF12,134200,171700,78.1,128600,171700,74.9,5600,134200,4.1,5600,139800,4,37600,171700,21.9,10100,37600,27,27400,37600,73,2016,East Derbyshire,nuts316
nuts316:South and West Derbyshire,UKF13,255900,309700,82.6,250500,309700,80.9,5400,255900,2.1,5400,271200,2,53800,309700,17.4,10000,53800,18.5,43900,53800,81.5,2016,South and West Derbyshire,nuts316
nuts316:Nottingham,UKF14,147900,218500,67.7,136800,218500,62.6,11100,147900,7.5,11200,149800,7.5,70700,218500,32.3,10400,70700,14.8,60200,70700,85.2,2016,Nottingham,nuts316
nuts316:North Nottinghamshire,UKF15,219600,282900,77.6,208500,282900,73.7,11100,219600,5.1,11500,227500,5,63300,282900,22.4,13500,63300,21.3,49800,63300,78.7,2016,North Nottinghamshire,nuts316
nuts316:South Nottinghamshire,UKF16,179200,213200,84.1,171300,213200,80.3,7900,179200,4.4,7900,185600,4.3,34000,213200,15.9,7200,34000,21.1,26800,34000,78.9,2016,South Nottinghamshire,nuts316
nuts316:Leicester,UKF21,154000,228600,67.4,143600,228600,62.8,10400,154000,6.8,10400,156400,6.7,74600,228600,32.6,18900,74600,25.3,55700,74600,74.7,2016,Leicester,nuts316
nuts316:Leicestershire CC and Rutland,UKF22,352400,440200,80.1,339800,440200,77.2,12600,352400,3.6,12700,369200,3.4,87800,440200,19.9,19000,87800,21.6,68900,87800,78.4,2016,Leicestershire CC and Rutland,nuts316
nuts316:West Northamptonshire,UKF24,204000,245100,83.2,197700,245100,80.6,6300,204000,3.1,6300,208700,3,41200,245100,16.8,9900,41200,23.9,31300,41200,76.1,2016,West Northamptonshire,nuts316
nuts316:North Northamptonshire,UKF25,167000,202400,82.5,156400,202400,77.3,10600,167000,6.3,10600,170800,6.2,35400,202400,17.5,9600,35400,27.1,25800,35400,72.9,2016,North Northamptonshire,nuts316
nuts316:Lincolnshire,UKF30,336200,439700,76.5,322600,439700,73.4,13600,336200,4,13900,348400,4,103500,439700,23.5,30400,103500,29.4,73100,103500,70.6,2016,Lincolnshire,nuts316
"nuts316:Herefordshire, County of",UKG11,88200,110000,80.2,83500,110000,75.9,4700,88200,5.4,4900,94300,5.2,21800,110000,19.8,4400,21800,20.2,17400,21800,79.8,2016,"Herefordshire, County of",nuts316
nuts316:Worcestershire,UKG12,276100,348800,79.2,265800,348800,76.2,10300,276100,3.7,10300,294400,3.5,72700,348800,20.8,17900,72700,24.6,54800,72700,75.4,2016,Worcestershire,nuts316
nuts316:Warwickshire,UKG13,266100,337200,78.9,256700,337200,76.1,9400,266100,3.5,9400,279900,3.4,71100,337200,21.1,11400,71100,16,59700,71100,84,2016,Warwickshire,nuts316
nuts316:Telford and Wrekin,UKG21,85100,106800,79.7,81100,106800,75.9,4000,85100,4.7,4000,87200,4.6,21700,106800,20.3,7000,21700,32.2,14700,21700,67.8,2016,Telford and Wrekin,nuts316
nuts316:Shropshire CC,UKG22,150500,182700,82.4,145400,182700,79.6,5100,150500,3.4,5300,158900,3.3,32100,182700,17.6,10300,32100,32.1,21800,32100,67.9,2016,Shropshire CC,nuts316
nuts316:Stoke-on-Trent,UKG23,120000,158600,75.7,113800,158600,71.7,6300,120000,5.2,6300,122500,5.1,38600,158600,24.3,11200,38600,29.1,27400,38600,70.9,2016,Stoke-on-Trent,nuts316
nuts316:Staffordshire CC,UKG24,430700,527600,81.6,413200,527600,78.3,17600,430700,4.1,17600,452100,3.9,96900,527600,18.4,26000,96900,26.8,70900,96900,73.2,2016,Staffordshire CC,nuts316
nuts316:Birmingham,UKG31,498300,715000,69.7,453200,715000,63.4,45000,498300,9,45000,506700,8.9,216800,715000,30.3,30600,216800,14.1,186200,216800,85.9,2016,Birmingham,nuts316
nuts316:Solihull,UKG32,101000,128300,78.7,94600,128300,73.8,6400,101000,6.3,6500,105100,6.2,27300,128300,21.3,4600,27300,16.8,22700,27300,83.2,2016,Solihull,nuts316
nuts316:Coventry,UKG33,164900,229700,71.8,158200,229700,68.9,6700,164900,4.1,6900,168600,4.1,64800,229700,28.2,9500,64800,14.7,55300,64800,85.3,2016,Coventry,nuts316
nuts316:Dudley,UKG36,141400,191200,74,131800,191200,68.9,9600,141400,6.8,9600,145900,6.6,49800,191200,26,8900,49800,17.9,40900,49800,82.1,2016,Dudley,nuts316
nuts316:Sandwell,UKG37,134700,199800,67.4,122500,199800,61.3,12200,134700,9.1,12200,137600,8.9,65000,199800,32.6,10900,65000,16.8,54100,65000,83.2,2016,Sandwell,nuts316
nuts316:Walsall,UKG38,117900,167900,70.2,111500,167900,66.4,6500,117900,5.5,6800,121400,5.6,50000,167900,29.8,9400,50000,18.8,40600,50000,81.2,2016,Walsall,nuts316
nuts316:Wolverhampton,UKG39,112100,160200,70,102700,160200,64.1,9500,112100,8.5,9500,115600,8.2,48100,160200,30,6400,48100,13.4,41700,48100,86.6,2016,Wolverhampton,nuts316
nuts316:Peterborough,UKH11,97600,123300,79.2,92100,123300,74.7,5500,97600,5.7,5700,100800,5.7,25700,123300,20.8,5100,25700,20,20500,25700,80,2016,Peterborough,nuts316
nuts316:Cambridgeshire CC,UKH12,332700,407900,81.6,320600,407900,78.6,12100,332700,3.6,12100,347600,3.5,75200,407900,18.4,17100,75200,22.7,58100,75200,77.3,2016,Cambridgeshire CC,nuts316
nuts316:Suffolk,UKH14,345900,433300,79.8,333600,433300,77,12300,345900,3.6,12700,365000,3.5,87400,433300,20.2,23400,87400,26.8,64000,87400,73.2,2016,Suffolk,nuts316
nuts316:Norwich and East Norfolk,UKH15,184200,225100,81.8,174900,225100,77.7,9300,184200,5,9300,192000,4.8,40900,225100,18.2,9700,40900,23.8,31200,40900,76.2,2016,Norwich and East Norfolk,nuts316
nuts316:North and West Norfolk,UKH16,105000,141100,74.4,101200,141100,71.7,3800,105000,3.6,3800,111500,3.4,36200,141100,25.6,7400,36200,20.5,28800,36200,79.5,2016,North and West Norfolk,nuts316
nuts316:Breckland and South Norfolk,UKH17,129900,155200,83.7,125400,155200,80.8,4600,129900,3.5,4600,138700,3.3,25300,155200,16.3,6500,25300,25.6,18800,25300,74.4,2016,Breckland and South Norfolk,nuts316
nuts316:Luton,UKH21,100400,139600,71.9,93800,139600,67.2,6600,100400,6.6,6600,102600,6.5,39200,139600,28.1,4300,39200,11.1,34800,39200,88.9,2016,Luton,nuts316
nuts316:Hertfordshire,UKH23,603100,735600,82,580300,735600,78.9,22700,603100,3.8,23600,626500,3.8,132600,735600,18,28300,132600,21.4,104300,132600,78.6,2016,Hertfordshire,nuts316
nuts316:Bedford,UKH24,83000,101700,81.6,79900,101700,78.6,3100,83000,3.7,3100,86100,3.6,18700,101700,18.4,2800,18700,14.8,15900,18700,85.2,2016,Bedford,nuts316
nuts316:Central Bedfordshire,UKH25,142300,176800,80.5,138300,176800,78.2,4000,142300,2.8,4200,147600,2.8,34500,176800,19.5,5100,34500,14.8,29400,34500,85.2,2016,Central Bedfordshire,nuts316
nuts316:Southend-on-Sea,UKH31,89100,110600,80.6,84200,110600,76.1,4900,89100,5.5,4900,91800,5.4,21500,110600,19.4,4000,21500,18.5,17500,21500,81.5,2016,Southend-on-Sea,nuts316
nuts316:Thurrock,UKH32,81900,106400,77,77300,106400,72.7,4600,81900,5.6,4600,83800,5.5,24500,106400,23,4400,24500,17.8,20100,24500,82.2,2016,Thurrock,nuts316
